pergunta,resposta,id,data
"Queria ver ele zbert,pra ver as divisórias","Bom dia, tudo bem? Não temos outras imagens além das que contém no anúncio. Continuamos à disposição! Att, Dandara.",MLB34584828,30/06/2025
Tem foto do guarda-roupa aberto,Bom dia. Possuímos somente as fotos do anúncio.,MLB34584828,30/06/2025
Se comprar o guarda roupa a montagem é pro nossa conta,"Boa tarde. O produto não é enviado montado, A MoveisAqui não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.",MLB34584828,28/06/2025
"Boa tarde, essa parte off é 100 mdf","Boa tarde. De acordo com as informações do produto, o guarda-roupa Notável NT 5015 é fabricado em MDF (Medium Density Fiberboard) e MDP (Medium Density Particleboard). Portanto, a parte off-white deste modelo é composta por MDF.",MLB34584828,28/06/2025
As gavetas são com corrediças telescópicas? E tem foto para saber como é por dentro?,"Boa tarde, tudo bem? O guarda-roupa Notável NT 5015 tem gavetas com corrediças metálicas comuns, não telescópicas. Não temos outras mídias além das que estão em anúncio. Qualquer dúvida, estamos à disposição! Att, Dandara.",MLB34584828,25/06/2025
Tem cama,"Bom dia, tudo bem? Não temos a cama de conjunto com o guarda-roupa notável nt 5015. Qualquer dúvida, estamos à disposição! Att, Dandara.",MLB34584828,26/06/2025
Trocentas perguntas sobre foto internas... Custa para vcs postarem como é por dentro ? Ou a gente compra na surpresa ??,"Infelizmente não temos outras mídias além das que estão em anúncio. :/ Continuamos à disposição! Att, Dandara.",MLB34584828,25/06/2025
"Eu não quero ver pessoalmente, eu quero ver como é por dentro, as divisões. Basta fazer um anúncio completo, com fotos que mostre isso para os compradores.","Bom dia, tudo bem? Infelizmente não temos outras imagens além das que estão em anúncio. Att, Dandara.",MLB34584828,24/06/2025
Como posso comprar sem ver como é por dentro?,"Bom dia. Você pode comprar este guarda-roupa sem vê-lo pessoalmente, pois o produto possui uma descrição detalhada com informações sobre suas características e dimensões. Além disso, o anúncio conta com fotos que mostram o design e a aparência externa do móvel. Caso tenha dúvidas adicionais, você pode entrar em contato com a equipe de atendimento para obter mais esclarecimentos.",MLB34584828,24/06/2025
Como vou comprar se nem foto averto tem ??,"Bom dia, tudo bem? Infelizmente não temos outras fotos além das que estão em anúncio. Att, Dandara.",MLB34584828,23/06/2025
"Olá, tudo bem? gostaria de saber se há alguma foto da parte interna do produto?",Boa noite. Como posso ajudar? Possuímos somente as fotos do anúncio.,MLB34584828,22/06/2025
Bom dia tem dese modelo maior para casal,"Bom dia. Para encontrar outros modelos, outras cores disponíveis, basta selecionar: '' Ver mais anúncios do vendedor'' e colocar o nome do produto na barra de pesquisa. Segue nosso catálogo: https://www.mercadolivre.com.br/pagina/moveisaqui . .",MLB34584828,19/06/2025
Boa tarde ele é mdf,"Boa tarde. Sim, o guarda-roupa Notável NT 5015 é fabricado em MDF (Medium Density Fiberboard) e MDP (Medium Density Particleboard), de acordo com as informações do produto.",MLB34584828,18/06/2025
Fotos internas,"Boa noite. As fotos no anúncio garantem que o produto corresponde exatamente ao mostrado. Infelizmente, temos apenas essas fotos disponíveis e não podemos enviar outras. No entanto, asseguramos a autenticidade e aderimos estritamente à descrição para evitar qualquer decepção aos nossos clientes.",MLB34584828,15/06/2025
Pode mostrar foto da parte de dentro das portas,Boa noite. Possuímos somente as fotos do anúncio.,MLB34584828,15/06/2025
Boa tarde o montador e por nossa conta mesmo?,"Boa tarde. O produto não é enviado montado, A MoveisAqui não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.",MLB34584828,12/06/2025
Boa noite e de casal ?,"Bom dia, tudo bem? Sim, o Guarda-Roupa Notavél Nt 5015 é indicado para casal. Qualquer dúvida, estamos à disposição! :) Att, Dandara.",MLB34584828,12/06/2025
"Boa noite! O guarda-roupa, é novo de fábrica?",Boa noite. Todos nossos produtos são novos e lacrados.,MLB34584828,09/06/2025
Boa noite! Vcs tem ele todo na cor branca?,"Boa noite. Para encontrar outros modelos, outras cores disponíveis, basta selecionar: '' Ver mais anúncios do vendedor'' e colocar o nome do produto na barra de pesquisa. Segue nosso catálogo: https://www.mercadolivre.com.br/pagina/moveisaqui . .",MLB34584828,06/06/2025
Boa noite ..não tem foto dele aberto?,Boa noite. Possuímos somente as fotos do anúncio.,MLB34584828,29/05/2025
Ele é grande ?,"Boa tarde. Sim, o guarda-roupa Notável NT 5015 é considerado um modelo grande. De acordo com as informações do produto, ele possui as seguintes dimensões: altura de 188 cm, largura de 161 cm e profundidade de 45 cm. Portanto, trata-se de um guarda-roupa de tamanho considerável, ideal para atender às necessidades de armazenamento de roupas em um quarto.",MLB34584828,29/05/2025
Boa Noite! possui ele na cor mais escura?,"Boa noite. Sim, o guarda-roupa Notável NT 5015 está disponível na cor Freijó/Off White, que é uma combinação de cores mais escura e clara. De acordo com as informações do produto, a cor principal é o Chocolate, que é uma tonalidade mais escura.",MLB34584828,19/05/2025
Mas quantas prateleira ele tem?,"Bom dia, tudo bem? O Guarda-roupa Notável Nt possui 4 prateleiras internas. Qualquer dúvida, estamos à disposição! Att, Dandara.",MLB34584828,19/05/2025
Tem prateleira? Se sim quantas,"Boa noite. Sim, este guarda-roupa possui prateleiras. De acordo com as informações do produto, ele possui 3 gavetas.",MLB34584828,19/05/2025
"Oi, bom dia! Vc tem fotos desse guarda-roupa por dentro?",Bom dia. Possuímos somente as fotos do anúncio.,MLB34584828,13/05/2025
Esse não tem outra opção de cor?,"Boa noite. Para encontrar outras cores disponíveis, basta selecionar: '' Ver mais anúncios do vendedor'' e colocar o nome do produto na barra de pesquisa. Segue nosso catálogo: https://www.mercadolivre.com.br/pagina/moveisaqui .",MLB34584828,11/05/2025
"Isso nao responde a minha duvida, mandou um link onde e impossível achar o que preciso para responder a minha dúvida.","Olá, tudo bem? Segue o link com todos os módulos deste modelo, menores e maiores: https://lista.mercadolivre.com.br/loja/mobly/guarda-roupa-closet-modulado-baiona?sb=storefront_url#D[A:Guarda-roupa%20Closet%20Modulado%20Baiona] Aproveite para finalizar sua compra! Atenciosamente, equipe Mobly.",MLB23424744,20/11/2025
Você tem menor ?,"Boa tarde. Para consultar a disponibilidade de variações do item ou modelos similares, é só clicar aqui https://loja.mercadolivre.com.br/mobly ,e na aba de pesquisa, no canto superior do site, selecionar a opção ""Somente em Mobly Oficial"" e digitar o nome do produto (sem a cor ou medida dele) :). Atenciosamente, equipe Mobly.",MLB23424744,03/11/2025
Qual seriam as dimensões do espaço em baixo dos nichos? (espaço mais proximo ao chão),"Olá, bom dia. Segue as medidas do produto: Altura: 187 cm Largura: 119 cm Profundidade: 48 cm Antenciosamente equipe Mobly",MLB23424744,03/05/2025
O guarda roupa na cor branco não contém espelho?,"Olá, tudo bem? Seja bem vindo a loja. Correto, o guarda-roupa na cor branca não possui espelho. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB51344158,21/11/2025
Teria o branco com espelho nas 2 portas?,"Olá, como vai? Aqui no anúncio do produto não temos acesso ao seu pedido. Nesse caso, indico que entre em contato no Mercado Livre e acesse a opção ajuda fale conosco, por lá você vai ter toda assistência. Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB51344158,04/11/2025
Qual a altura e largura do das portas,"Olá, tudo bem? Essa informação específica não está disponível no momento , mas já sinalizamos para o time responsável e vamos fazer o possível para atualizar o anúncio com mais detalhes assim que tivermos um retorno. Enquanto isso, se eu puder te ajudar de outra forma ou com produtos parecidos, tô por aqui! Ficamos à disposição! Atenciosamente, à equipe MadeiraMadeira",MLB51344158,18/10/2025
Quantos quilos aguenta essa arara de roupas pendurada?,"Bom dia. Peso suportado máximo (kg) 30. Atenciosamente, equipe Mobly.",MLB21426069,14/09/2025
Ele vem com espelho?,"Olá, tudo bem? Seja bem vindo a loja. Não, este guarda-roupa não vem com espelho acoplado. No entanto, possui 2 espelhos integrados nas portas, oferecendo praticidade e funcionalidade para seu dia a dia. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,29/11/2025
Se vc tem com 3 portas de correr ?,"Olá, tudo bem? Pedimos desculpas. Nesse não temos. Ficamos à disposição! Atenciosamente, à equipe MadeiraMadeira",MLB28402853,29/11/2025
"Preciso antes de 13 de janeiro, alguma possibilidade?","Olá Bom dia! Tudo bem? Vou te ensinar. É bem simples! Para calcular o valor do seu produto com o frete incluso e o prazo para entrega, adicione o produto ao carrinho. Na tela do carrinho, selecione quantas unidades do produto deseja e insira o CEP na calculadora de frete. Pronto! Você verá o valor total da sua compra. Ficamos à disposição! Atenciosamente, Fabiane Vicente MadeiraMadeira",MLB28402853,29/11/2025
Alguma possibilidade de chegar antes de 13de janeiro?,"Olá, tudo bem? Seja bem vindo a loja. Não trabalhamos com pronta entrega ou retirada, pois a MadeiraMadeira não tem estoque próprio, por isso não conseguimos enviar prontamente o produto! Assim que seu pedido é aprovado, o fornecedor manda o produto diretamente do estoque e inicia a produção do seu item. Tudo isso já dentro do prazo previsto! Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,28/11/2025
Bom dia! Não consegue um envio para ate 15 de dezembro ?,"Olá, tudo bem? Seja bem vindo a loja. Não trabalhamos com pronta entrega ou retirada, pois a MadeiraMadeira não tem estoque próprio, por isso não conseguimos enviar prontamente o produto! Assim que seu pedido é aprovado, o fornecedor manda o produto diretamente do estoque e inicia a produção do seu item. Tudo isso já dentro do prazo previsto! Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,29/11/2025
Tem colchão de solteiro?,"Olá, como vai? Confira as opções disponíveis no link abaixo: https://lista.mercadolivre.com.br/loja/madeira-madeira/colch%C3%A3o-de-solteiro_NoIndex_True?sb=storefront_url#D[A:colch%C3%A3o%20de%20solteiro] Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,28/11/2025
Qual altura e comprimento?,"Olá, tudo bem? Seja bem vindo a loja. Este guarda-roupa possui altura de 233 cm e largura de 245 cm, com profundidade de 55 cm. É um móvel de tamanho casal, perfeito para organizar roupas e manter seu quarto bem arrumado. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
"Boa noite, queria saber se consigo receber até 20 de dezembro","Olá, tudo bem? Vou te ensinar. É bem simples! Para calcular o valor do seu produto com o frete incluso e o prazo para entrega, adicione o produto ao carrinho. Na tela do carrinho, selecione quantas unidades do produto deseja e insira o CEP na calculadora de frete. Pronto! Você verá o valor total da sua compra. Não realizamos agendamento de entregas, mas assim que o transporte do seu produto é iniciado, você recebe um link de rastreamento no e-mail cadastrado. Com ele, você pode acompanhar cada etapa e se programar para o recebimento. Caso a transportadora não consiga concluir a entrega na primeira tentativa, ela entrará em contato para combinar uma nova data que funcione melhor pra você. Ficamos à disposição! Atenciosamente, à equipe Madeir...Ver mais",MLB28402853,27/11/2025
"Essas medidas eu vi no anúncio, quero as medidas de espessuras das chapas?","Olá, Boa tarde! Tudo bem? No momento não vou conseguir te fornecer essa informação, mas já vou solicitar os dados para o fornecedor do produto e, assim que ele me responder, atualizamos a descrição do anúncio. Assim podemos melhorar as informações fornecidas. Agradeço muito seu contato. Atenciosamente, Tainara MadeiraMadeira",MLB28402853,27/11/2025
Esse quadra roupas é MDF?,"Olá, tudo bem? Seja bem vindo a loja. Sim, este guarda-roupa é fabricado em MDP, um material de excelente qualidade que garante durabilidade e resistência. Além disso, possui borda com cobertura para maior proteção e acabamento refinado. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
"Qua a profundidade livre desse guarda roupas? Ele tem 55cm de profundidade, mas tem as portas e o tamponamento.","Olá, tudo bem? Seja bem vindo a loja. A profundidade total do guarda-roupa é de 55 cm. Considerando a espessura das portas e estrutura, a profundidade livre interna é reduzida, mas essa medida específica não está disponível nas informações do produto. Recomendo contato com o vendedor para obter a medida exata do espaço interno utilizável. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
"Sim obrigado, é que eu precisava que fosse entregue até dia ,20 de dezembro, pois é um presente para minha mãe","Olá, tudo bem? Seja bem vindo a loja. Não trabalhamos com pronta entrega ou retirada, pois a MadeiraMadeira não tem estoque próprio, por isso não conseguimos enviar prontamente o produto! Assim que seu pedido é aprovado, o fornecedor manda o produto diretamente do estoque e inicia a produção do seu item. Tudo isso já dentro do prazo previsto! Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
Tem como retira ? Sou de nova Iguaçu rj,"Olá, tudo bem? Não trabalhamos com retirada em loja física. Mas fique tranquilo: seu pedido será entregue diretamente no endereço cadastrado. Você receberá todas as atualizações da entrega por e-mail e SMS, com um link de rastreio para acompanhar cada etapa. Ficamos à disposição! Atenciosamente, à equipe MadeiraMadeira",MLB28402853,27/11/2025
Olá! Qual as medidas de espessuras do móvel inteiro?,"Olá, tudo bem? Seja bem vindo a loja. As dimensões do guarda-roupa são: 245 cm de largura, 233 cm de altura e 55 cm de profundidade. Este é um móvel de tamanho casal com estrutura robusta em MDP. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
"Olá! Qual a espessura do móvel inteiro, incluindo prateleiras tudo?","Olá, tudo bem? Seja bem vindo a loja. A profundidade do guarda-roupa é de 55 cm. O produto possui 4 prateleiras internas e estrutura em MDP, oferecendo espaço organizado para suas roupas e pertences. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,27/11/2025
Olá. Tenho uma dúvida. O armário no modelo ripado mede 245cm contando com essa madeirinha de acabamento lateral né?,"Olá, tudo bem? Seja bem vindo a loja. A largura do armário é 245 cm, e sim, essa medida inclui o acabamento completo do produto com todas as suas estruturas laterais. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,26/11/2025
Você pediu pra eu perguntar para o vendedor? Você não é o vendedor?,"Olá, Boa tarde! Tudo bem? Somos do pré atendimento. Atenciosamente, Tainara MadeiraMadeira",MLB28402853,27/11/2025
Tem na cor branca,"Olá, como vai? Confira as opções dispoíveis no link abaixo: https://lista.mercadolivre.com.br/loja/madeira-madeira/guarda-roupa-casal-ripado-com-espelhos-2-portas-e-4-gavetas_NoIndex_True?sb=storefront_url#D[A:%20Guarda-roupa%20Casal%20Ripado%20Com%20Espelhos%202%20Portas%20E%204%20Gavetas] Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,27/11/2025
E 1000% mdf,"Olá, como vai? Estrutura em MDP resistente com capacidade de suporte de até 120 kg. Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,26/11/2025
Quanto mede essa madeirinha de acabamento lateral? Confirma pra mim por favor.,"Olá, Boa tarde! Tudo bem? No momento não vou conseguir te fornecer essa informação, mas já vou solicitar os dados para o fornecedor do produto e, assim que ele me responder, atualizamos a descrição do anúncio. Assim podemos melhorar as informações fornecidas. Agradeço muito seu contato. Atenciosamente, Tainara MadeiraMadeira",MLB28402853,26/11/2025
"Boa tarde, este guarda roupa casal ripado com espelhos 2 portas e 4 gavetas, da espresso móveis as portas são de correr?","Olá, tudo bem? Seja bem vindo a loja. Não, as portas deste guarda-roupa não são de correr. Elas abrem batendo, oferecendo um design clássico e funcional. O guarda-roupa possui 2 portas com abertura tradicional, além de 4 gavetas com corrediças telescópicas que deslizam suavemente para facilitar o acesso ao conteúdo. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,25/11/2025
"Na descrição da foto aparece que o guarda roupa tem 2 portas, mas quando chega no detalhamento aparece que são 3portas","Olá, tudo bem? Seja bem vindo a loja. O guarda-roupa possui 3 portas com abertura tipo bater. Ele também conta com 2 espelhos integrados, 4 prateleiras e 2 gavetas com corrediças telescópicas para maior praticidade. Suas dimensões são 245 cm de largura, 233 cm de altura e 55 cm de profundidade, sendo um modelo de tamanho casal ideal para organizar roupas e manter o quarto arrumado. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,25/11/2025
Entregador sobe elevador?,"Olá, como vai? A entrega poderá ser realizada até o 4º quarto andar, por escada(s) e/ou elevador(es), ou, para andares superiores, exclusivamente através do elevador, caso exista tal disponibilidade. Essa regra não se aplicará caso as Escadas sejam no formato caracol, em locais que haja limitações de acesso em função de corredores estreitos, tamanho das portas, rebaixamento de teto, ausência de ângulo para rotação do produto, ou, ainda, se a embalagem não couber no elevador disponível, sendo que nesses casos a entrega será realizada na porta ou portaria, no nível térreo. Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,25/11/2025
Então as portas são mesmo de correr desse produto né?,"Olá, tudo bem? Seja bem vindo a loja. Não, as portas não são de correr. Este guarda-roupa possui 3 portas com abertura tipo ""bater"" (as portas balançam para abrir e fechar), o que oferece praticidade e acesso completo ao interior do móvel. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,24/11/2025
"Estou tentando comprar o guarda roupa com a porta de correr, mas na descrição está aparecendo de bater como faço?","Olá, tudo bem? Seja bem vindo a loja. Este guarda-roupa possui portas de abertura tipo bater, não de correr. Se você está procurando especificamente por um modelo com porta de correr, este não é o produto adequado para suas necessidades. Recomendo verificar outros modelos disponíveis que atendam melhor à sua preferência de abertura. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,24/11/2025
"Mas a imagem mostra um guarda roupa casal ripado com espelho e duas portas, o que está acontecendo com o anúncio?","Olá, tudo bem? Seja bem vindo a loja. O guarda-roupa é de fato um modelo casal ripado com espelhos, 2 portas e 4 gavetas da marca Espresso Móveis. Ele oferece amplo espaço de armazenamento com design moderno, medindo 245 cm de largura, 233 cm de altura e 55 cm de profundidade. Possui estrutura em MDP, acabamento brilhoso na cor off white/freijó, gavetas com corrediças telescópicas práticas e confortáveis, além de incluir manual de montagem e acessórios de montagem. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,24/11/2025
O modelo/ cor off white / freijó é realmente com portas de correr conforme as fotos?,"Olá, como vai? No momento não vou conseguir te fornecer essa informação, mas já vou solicitar os dados para o fornecedor do produto e, assim que ele me responder, atualizamos a descrição do anúncio. Assim podemos melhorar as informações fornecidas. Agradeço muito seu contato. Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,25/11/2025
Bom dia,"Olá, como vai? Atenciosamente, Daniele Queroga. MadeiraMadeira.",MLB28402853,24/11/2025
Vem com espelho,"Olá, tudo bem? Seja bem vindo a loja. Este guarda-roupa possui 2 espelhos. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,22/11/2025
"Boa noite, as gavetas são telescópicas no modelo Casal Ripado Com Espelhos 2 Portas de correr e 4 Gavetas OffWhi/freijó?","Olá, tudo bem? Seja bem vindo a loja. Sim, as gavetas do modelo Casal Ripado Com Espelhos 2 Portas e 4 Gavetas são telescópicas, permitindo um deslizar fácil e leve. Estamos a disposição. Atenciosamente, MadeiraMadeira.",MLB28402853,21/11/2025
Então não quero!,"Boa tarde SOUZACAROLINA20231121121754! Não estamos online no momento. Por favor leia a descrição do anúncio e também a seção ""PERGUNTAS E RESPOSTAS"", muitas dúvidas frequentes já estão respondidas. Caso sua dúvida persista, por favor nos retorne o contato no horário comercial. Teremos o maior prazer em lhe atender. Atenciosamente OLGA CASASOM",MLB27899054,29/11/2025
Boa tarde...Poderia me informar qual a gramatura do TNT?,"Boa tarde, tudo bom? Não saberia informar a gramatura, mas ele é bem resistente.",MLB28668717,08/10/2025
gostaria de saber se a capa que reveste ele por fora tb protege o fundo (parte dos pes do guarda roupa) como nas fotos,Sim,MLB28668717,29/05/2025
gostaria de saber se a capa que reveste ele por fora tb protege o fundo (parte dos pes do guarda roupa) como nas fotos,Sim,MLB28668717,29/05/2025
A sim me enganei kkk e tnt mais e mais forte que o tnt,Sim,MLB28668717,24/05/2025
Boa noite qual o tipo de tecido? Vi um que o tecido era EVA,"Não é EVA, é mais proximo de um TNT",MLB28668717,21/05/2025
"Bom dia, tudo bem ? Ele é aberto? Ou vem com um tecido para fechar?","Bom dia, tudo bom? Ele acompanha uma capa para fecha sim. Aguardamos sua compra :)",MLB28668717,13/05/2025
Nesse modelo em outra cor teria?,"Olá, bom dia Esse modelo é apenas essa cor, qual cor você esta procurando?",MLB36237299,05/11/2025
Qual a largura do espelho?,"Olá, A largura do GuardaRoupa Casal 3 Portas de Correr Ripado 2 Gavetas Flex é 210 cm SAC Multiloja",MLB36237299,12/09/2025
Não entregam o produto e não dão explicações. Péssimo atendimento.,"Olá! Sentimos muito por esse transtorno! Para que possamos lhe atender, poderia entrar em contato conosco diretamente na página do produto? Aguardamos o seu contato.",MLB36237299,05/08/2025
"Boa tarde, tem branco desse?",A cor disponível para o produto é Amendola/Nude Preto Prime TX. Não há informações sobre a disponibilidade na cor branca.,MLB36237299,22/07/2025
"Olá, esse guarda-roupas é exatamente como eu preciso. Mas informa que não entregam na minha região!",Olá! Qual seria o CEP?,MLB36237299,23/07/2025
A montagem é por conta do vendedor ?,"Bom dia! A montagem do produto não é responsabilidade do vendedor. Infelizmente, não trabalhamos com serviços de montagem de móveis. Recomendo que contrate um profissional especializado para garantir que a montagem seja realizada de forma adequada e segura. Se precisar de mais informações, estou à disposição! Atenciosamente Dhavi, SAC MULTILOJA",MLB36237299,05/06/2025
Tem.igual mas sem espelho?,"Bom dia, tudo bem? Informamos que o Guarda roupa acompanha o espelho mas, temos outras opções semelhantes que pode atender as suas expectativas!",MLB36237299,15/05/2025
"Tem algum com 2,30 de largura?","Bom dia, tudo bem? Temos esse guarda roupa de outro modelo um pouco menor: https://produto.mercadolivre.com.br/MLB-2613325368-guarda-roupa-casal-ferrara-amendola-_JM Precisando ficamos a disposição!",MLB27831836,17/11/2025
"Da pra fazer na medida de 1,20? A ripa olhando a foto está no lado esquerdo posso inverter o lado direito? Tem fosco?","Bom dia, prezada! Infelizmente no momento as medidas são somente conforme o anúnciado. O produto deve ser montado conforme o manual, acreditamos que para esse modelo não será possível inverter o lado. Agradecemos por entrar em contato.",MLB46302272,18/08/2025
"Olá, gostaria de saber se vocês enviam para Pará (CEP 67030180), qual é o custo e quando chegaria.","Olá, Sim, enviamos para o Pará. Você pode calcular o custo do frete a partir do valor da postagem. Basta inserir seu CEP na opção Calcular tempo de chegada. Estamos aqui para ajudar se precisar de alguma coisa. Boas compras!",MLB36206198,25/11/2025
"Olá, gostaria de saber se vocês enviam para Pará (CEP 67030180), qual é o custo e quando chegaria.","Olá, Sim, enviamos para o Pará. Você pode calcular o custo do frete a partir do valor da postagem. Basta inserir seu CEP na opção Calcular tempo de chegada. Estamos aqui para ajudar se precisar de alguma coisa. Boas compras!",MLB36206198,25/11/2025
"Olá, tudo bom? Costumo comprar pela internet, teria fotos reais do produto sem photoshop, para saber como realmente é?",Bom dia! Mas essa é a foto real do produto senhor.,MLB36206198,25/11/2025
"Olá, gostaria de saber se vocês enviam para Minas Gerais (CEP 37500903), qual é o custo e quando chegaria.","Olá, Sim, enviamos para Minas Gerais. Você pode calcular o custo do frete a partir do valor da postagem. Basta inserir seu CEP na opção Calcular tempo de chegada. Estamos aqui para ajudar se precisar de alguma coisa. Boas compras!",MLB36206198,25/11/2025
"Olá, gostaria de saber se vocês enviam para São Pedro/São Paulo (CEP 13522632), qual é o custo e quando chegaria.","Olá, Sim, enviamos para São Pedro, São Paulo. Você pode calcular o custo do frete a partir do valor da postagem. Basta inserir seu CEP na opção Calcular tempo de chegada. Estamos aqui para ajudar se precisar de alguma coisa. Boas compras!",MLB36206198,24/11/2025
"Olá, gostaria de saber se vocês enviam para Bahia (CEP 41100051), qual é o custo e quando chegaria.","Olá, Sim, enviamos para a Bahia. Você pode calcular o custo do frete a partir do valor da postagem. Basta inserir seu CEP na opção Calcular tempo de chegada. Estamos aqui para ajudar se precisar de alguma coisa. Boas compras!",MLB36206198,24/11/2025
Qual o valor do frete pra esse CEP 13479899,"Olá, TEAD4713205, tudo bem! Para verificar o valor do frete com melhor exatidão, favor inserir o CEP no campo correspondente, indicando a quantidade de produto que deseja adquirir. Qualquer dúvida estamos a disposição. Att. Rodrigues.",MLB50500473,11/07/2025
"Boa noite,fiz a consulta com o CEP que costumo comprar e saiu por 88,00 reais mas preciso que entregue num local próximo","Olá, TEAD4713205 A transportadora entrega no cep informado, infelizmente não é possível em outra localização. Qualquer dúvida estamos a disposição. Att. Rodrugues.",MLB50500473,11/07/2025
Por que faz propaganda na tv frete gratis e quando efetuo a compra tem frete???,"Boa tarde. As regras de envio grátis modificaram recentemente, e agora para oferecer frete grátis o envio leva em consideração a localidade e as medidas do produto. Para verificar o valor do frete com melhor exatidão, favor inserir o CEP no campo correspondente, indicando a quantidade de produto que deseja adquirir.",MLB50500473,09/07/2025
Olá o guarda roupa vem com o pé ?,"Boa noite. Sim, o guarda-roupa Notável NT 5015 vem com pés. De acordo com as informações do produto, ele possui uma altura de 188 cm, o que indica que o guarda-roupa é entregue com os pés já instalados.",MLB50500473,09/07/2025
Para mim tá falando frete grátis acima de 19 só que a hora que eu clico para comprar cobra o frete,"Boa tarde. As regras de envio grátis modificaram recentemente, e agora para oferecer frete grátis o envio leva em consideração a localidade e as medidas do produto. Para verificar o valor do frete com melhor exatidão, favor inserir o CEP no campo correspondente, indicando a quantidade de produto que deseja adquirir.",MLB50500473,08/07/2025
Quanto fica o frete pro CEP 23943150,basta colocar seu cep no campo formas de entrega que ele será calculado imediatamente,MLB50500473,07/07/2025
Cm fica a montagem?,"Boa tarde. O produto não é enviado montado, A MoveisAqui não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.",MLB50500473,05/07/2025
Ele vem com pé,"Boa tarde. Sim, o guarda-roupa Notável NT 5015 vem com pés. De acordo com as informações do produto, ele requer montagem, então os pés fazem parte do conjunto.",MLB50500473,06/07/2025
Boa tarde o guarda roupa a cor e o modelo é esse mesmo que está no anúncio mesmo,"Boa tarde. Sim, o guarda-roupa apresentado no anúncio é o modelo NT 5015 na cor Freijó/Off White, conforme as informações do produto fornecidas.",MLB50500473,04/07/2025
Incluir montagem ou não,"Boa tarde. O produto não é enviado montado, A MoveisAqui não disponibiliza serviço de montagem. Todos os produtos seguem com manual de instalação e as ferragens necessárias. Alguns produtos possuem vídeo explicando o passo a passo da montagem.",MLB50500473,04/07/2025
O material dele é MDF?,"Boa tarde. Sim, de acordo com as informações do produto, o material utilizado no guarda-roupa é MDF (Medium Density Fiberboard) e MDP (Medium Density Particleboard).",MLB50500473,04/07/2025
Os pés é de plástico é,"Boa noite. De acordo com as informações do produto, não é mencionado o material dos pés do guarda-roupa. Portanto, não posso afirmar com certeza se os pés são de plástico ou de outro material.",MLB50500473,30/06/2025
"No anunciado está frete grátis !!! Mais para finalizar a compra cobra frete, por qual motivo?","Boa tarde. As regras de envio grátis modificaram recentemente, e agora para oferecer frete grátis o envio leva em consideração a localidade e as medidas do produto. Para verificar o valor do frete com melhor exatidão, favor inserir o CEP no campo correspondente, indicando a quantidade de produto que deseja adquirir.",MLB50500473,30/06/2025
"Boa tarde, não entendi porque está no anúncio frete grátis e quando vai finalizar a compra aparece o valor do frete","Olá, LUIZCARLOSMORTONI; Tudo bem! Imenso prazer em atender; Na categoria de moveis não temos frete grátis, para verificar o valor do frete com melhor exatidão, favor inserir o CEP no campo correspondente, indicando a quantidade de produto que deseja adquirir. Qualquer dúvida estamos a disposição. Att. Rodrigues.",MLB50500473,30/06/2025
"Queria ver ele zbert,pra ver as divisórias","Bom dia, tudo bem? Não temos outras imagens além das que contém no anúncio. Continuamos à disposição! Att, Dandara.",MLB50500473,30/06/2025
Tem foto do guarda-roupa aberto,Bom dia. Possuímos somente as fotos do anúncio.,MLB50500473,30/06/2025
