texto,nota,id,data
"A cafeteira é elogiada por sua qualidade e desempenho, sendo destacada pela crema impressionante que produz no café expresso. Além disso, o design é apreciado, e muitos usuários estão satisfeitos com a compra.",5,MLB25045810,20 nov. 2025
"⭐️⭐️⭐️⭐️⭐️ 5/5 – excelente cafeteira!. A cafeteira me surpreendeu pela facilidade de operação — realmente intuitiva, qualquer pessoa aprende em minutos. O cachimbo (porta-filtro) é muito fácil de lavar, o que agiliza bastante no dia a dia. Mas o destaque mesmo fica para a crema do expresso, que é impressionante para uma máquina doméstica. O café sai encorpado, com aroma forte e aparência profissional. Super satisfeiro com a compra! recomendo. ☕👍.",5,MLB25045810,21 nov. 2025
Aparentemente parece ser bom.,4,MLB37446049,27 nov. 2025
,5,MLB37446049,16 nov. 2024
"A cafeteira é amplamente elogiada por sua praticidade, beleza e funcionalidade, sendo considerada ideal para duas pessoas. O design é destacado como bonito e superior ao de modelos comuns de alumínio. Além disso, a cafeteira é descrita como durável e eficiente, com muitos usuários satisfeitos com seu desempenho diário.",5,MLB37446049,20 nov. 2025
"Vale cada centavo, excelente material! para quem quer saber como é o café de uma cafeteira italiana sem gastar muito, é um excelente começo! faz café suficiente para duas canecas grandes, café cremoso, encorpado, forte, excelente para começar o dia!. O segredo é compactar bem o pó no recipiente, não exceder o limite de água indicado e ferver em fogo baixo. Se fizer isso, terá o melhor café que você poderia ter em casa. Vou comprar outra para dar de presente!.",5,MLB37446049,29 jan. 2024
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB26206083,20 nov. 2025
"Vou relatar minha experiencia com a maquina. Tenho tambem em casa uma gaggia cardorna prestige que custa o dobro do valor da phillips ep1220. Porem a ep1220 supera pelo custo x beneficio, ela faz o que tem de fazer que é café, vc paga por isso. A gaggia eu tenho opção de 16 bebidas que nao uso nem 15 dessas opções. O sabor do café da phillips usando o mesmo café em graos da mesma marca fica identico as duas. Em resumo eu comprei a ep1220 para quando eu tiver que fazer manutenção em uma a outra fica no lugar pra suprir minha necessidade. A gaggia tem apenas 1 ano de garantia, a phillips tem 2. 5 anos. Então para você que quer apenas um café saboroso seja ele expresso ou café normal, sem duvidas a ep 1220 vale a pena, cumpre o que promete. To super satisfeito com a maquina.",5,MLB26206083,07 dez. 2023
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB36883299,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB36883299,15 abr. 2020
"A cafeteira é elogiada pela sua excelente qualidade, praticidade e custobenefício, sendo considerada uma ótima opção para o dia a dia. O design resistente e a facilidade de uso são destacados, além de ser uma alternativa econômica às cafeteiras elétricas. No entanto, alguns mencionam que a tampa pode ser frágil e requer cuidado ao manusear.",5,MLB14210864,20 nov. 2025
"Aguardei um pouco para opinar, pois queria utilizar a cafeteira algumas vezes para ter certeza de que estava tudo certo. A borracha tem uma ótima vedação, não é difícil de desmontar após o café ficar pronto e é mais bonita do que na foto. Não uso mais a cafeteira elétrica, hahaha.",5,MLB14210864,10 jul. 2020
"A cafeteira portátil é elogiada pela sua boa qualidade e praticidade, sendo ideal para quem mora sozinho ou para viagens. O sabor do café é destacado como excelente, superando até métodos tradicionais. Além disso, o design é considerado bonito e o material resistente, embora alguns mencionem que o tamanho pode ser menor do que o esperado.",5,MLB30151488,20 nov. 2025
"É bonitinha, faz realmente um café gostoso, mas é fake em se tratando do tamanho, pois comprei a de 6 xícaras, que mal dá pra 2 xícaras e das bem pequenas, uma pena!.",4,MLB30151488,30 jan. 2023
Gostei do produto.,4,MLB23974690,25 mai. 2023
Ótimo produto.,5,MLB23974690,07 jun. 2023
Excelente produto super recomendo.,5,MLB23974690,08 set. 2023
Ótimo.,5,MLB23974690,06 dez. 2023
Muito bom o produto.,5,MLB23974690,31 dez. 2023
Adorei é muito boa. 😇.,5,MLB23974690,07 dez. 2024
Ótimo produto e de muitq qualidade.,5,MLB23974690,13 jan. 2025
"A cafeteira é elogiada por sua qualidade e praticidade, sendo considerada um ótimo produto. No entanto, o coador de pano que acompanha o produto não é eficaz, mas a substituição por um coador de plástico com filtro de papel melhora significativamente o sabor do café.",5,MLB23974690,20 nov. 2025
É útil,5,MLB23974690,18 jun. 2023
Muito bom.,5,MLB33932298,05 nov. 2025
Com acabamento e fácil de usar.,5,MLB33932298,10 nov. 2025
Minha mãe amou!!.,5,MLB33932298,23 nov. 2025
,5,MLB33932298,21 fev. 2024
Lindo.,5,MLB33932298,30 dez. 2024
Lindinha!.,5,MLB33932298,09 mar. 2025
"Igual a da foto, o filtro é um pouco aberto, creio que passe um pouco de pó.",5,MLB33932298,18 set. 2025
Muito bom e prático.,5,MLB33932298,25 set. 2025
Ótima qualidade.,5,MLB33932298,22 out. 2025
Muito bom.,5,MLB33932298,08 nov. 2025
"É elogiada por sua boa qualidade e capacidade de preparar café e leite cremoso, além de ser considerada um bom custobenefício.",5,MLB33932298,20 nov. 2025
Bem pequena e não coa muito bem. Da pro gasto.,4,MLB33932298,05 dez. 2023
"A cafeteira é elogiada pela sua praticidade na limpeza e pela qualidade do café que produz, sendo descrito como delicioso. A durabilidade e a qualidade superior em comparação com outras marcas justificam o preço mais elevado, oferecendo um ótimo custobenefício. Além disso, o design é considerado bonito e robusto, tornandoa uma escolha popular para presentes.",5,MLB48595032,20 nov. 2025
"Produto de ótima qualidade. Quem é viciado em café que nem eu pode comprar sem dó. Tem opções bem mais baratas no mercado, mas da medo de dar problema. Essa pelo menos você sabe que é pra vida toda, então vale o investimento num produto de qualidade superior. Afinal de contas, café é vida né gente. Recomendo usar grãos de qualidade e moer na hora em moagem normal ou meio grossa. Não usem fina não (como alguns metidos a barista recomendam), pois acaba saindo borra junto com o café. E o sabor não muda em nada de moagem grossa pra fina. Rende 3 xícaras quase cheias (xícara grande mesmo), o café sai bem mais quente do que o coado em coador. E ele é turvo com um sabor mais marcante.",5,MLB48595032,26 ago. 2018
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB28374354,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB28374354,15 abr. 2020
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB28008452,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB28008452,15 abr. 2020
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB44584615,20 nov. 2025
"Vou relatar minha experiencia com a maquina. Tenho tambem em casa uma gaggia cardorna prestige que custa o dobro do valor da phillips ep1220. Porem a ep1220 supera pelo custo x beneficio, ela faz o que tem de fazer que é café, vc paga por isso. A gaggia eu tenho opção de 16 bebidas que nao uso nem 15 dessas opções. O sabor do café da phillips usando o mesmo café em graos da mesma marca fica identico as duas. Em resumo eu comprei a ep1220 para quando eu tiver que fazer manutenção em uma a outra fica no lugar pra suprir minha necessidade. A gaggia tem apenas 1 ano de garantia, a phillips tem 2. 5 anos. Então para você que quer apenas um café saboroso seja ele expresso ou café normal, sem duvidas a ep 1220 vale a pena, cumpre o que promete. To super satisfeito com a maquina.",5,MLB44584615,07 dez. 2023
"Muito bom, fiquei satisfeito.",5,MLB39398786,29 abr. 2025
Ótimo.,5,MLB39398786,08 nov. 2025
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB46413332,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB46413332,15 abr. 2020
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB32940710,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB32940710,15 abr. 2020
Cafeteira jura e6 super automática piano black expresso é excellente.,5,MLB38554331,09 jul. 2025
Marca de reputação internacional e produto que atendeu perfeitamente ao que queríamos.,5,MLB38554331,18 set. 2025
"A cafeteira é elogiada por seu design moderno, facilidade de uso e custobenefício, sendo considerada excelente por muitos. No entanto, há críticas significativas sobre a disponibilidade limitada de cápsulas, que só podem ser adquiridas online, e problemas de funcionamento em algumas unidades. A falta de variedade de sabores e a necessidade de usar cápsulas específicas da marca são pontos negativos destacados.",5,MLB18562910,20 nov. 2025
"A cafeteira é bonita e elegante! mas acabei comprando sem fazer uma devida pesquisa, a marca é portuguesa, então suas cápsulas são um pouco mais caras mas de muita qualidade, encontrei uma marca que vende as cápsulas intermediárias, mas ainda não encontrei nenhuma que seja de capuccino ou algo parecido, só de café mesmo.",5,MLB18562910,28 set. 2023
Excelente.,5,MLB14797869,01 dez. 2023
"A cafeteira é amplamente elogiada por sua praticidade, design atraente e capacidade de preparar bebidas quentes com leite bem espumado. Os usuários destacam a facilidade de uso e o excelente custobenefício, considerandoa um bom investimento. Além disso, a compatibilidade com cápsulas e a possibilidade de armazenar o recipiente de leite na geladeira são características apreciadas.",5,MLB59675556,20 nov. 2025
"Cara, por que não comprei antes essa maravilha? pensa numa cafeteira maravilhosa?!?!! prática, rápida, muito boa mesmo. Sinceridade abaixo:. Contras:. Se você vai fazer 2 ou 3 capuccinos ou lattes, aí precisa tirar o cachimbo, descartar o café usado, limpar, colocar novo e recolocar pra fazer o próximo. Leva um tempinho, mas nada demais. Ela solta um pouco de água por baixo (bem pouco) que sai numa coloração meio amarelada. Vi outros comentários dizerem isso sobre ela, mas nada que seja um problema. É só levantar e passar um paninho de vez em quando, nem precisa ser todo dia. Ela demora um pouquinho pra aquecer e ficar pronta, uns 2 minutos. Então eu ligo ela e vou fazer outras coisas, pra não ficar lá olhando pra carinha dela kkkk. Prós:. Café perfeito, mesmo que não seja um café super especial. Usei com 3 corações tradicional por exemplo e o café sai uma delícia. Leite espumado e bem quentinho, mesmo que você coloque direto da geladeira, sai super quente!. Rápida pra fazer os cafés e etc. Sem desperdícios, notei economia no po de café em casa com 2 semanas de uso. Só uso ela, é super prática, uma maravilha, todos os contra dela não chegam nem aos pés de não comprá-la. Se eu soubesse, teria comprado muito antes!.",5,MLB59675556,10 ago. 2024
"A cafeteira é elogiada pela sua excelente qualidade, praticidade e custobenefício, sendo considerada uma ótima opção para o dia a dia. O design resistente e a facilidade de uso são destacados, além de ser uma alternativa econômica às cafeteiras elétricas. No entanto, alguns mencionam que a tampa pode ser frágil e requer cuidado ao manusear.",5,MLB20965084,20 nov. 2025
"Aguardei um pouco para opinar, pois queria utilizar a cafeteira algumas vezes para ter certeza de que estava tudo certo. A borracha tem uma ótima vedação, não é difícil de desmontar após o café ficar pronto e é mais bonita do que na foto. Não uso mais a cafeteira elétrica, hahaha.",5,MLB20965084,10 jul. 2020
"A garrafa térmica é elogiada por seu design bonito e praticidade, além de manter a temperatura por várias horas, sendo considerada uma boa compra por muitos. No entanto, há críticas significativas sobre sua capacidade de manter o café quente por longos períodos, com alguns relatando que não cumpre o prometido. A resistência do material é destacada, mas problemas de vazamento e amassados no transporte foram mencionados.",5,MLB19148337,20 nov. 2025
"Garrafa de ótima qualidade, resistente, bonita e mantém o café quente por até 6 horas, mais do que isso não vejo sentido pois café velho ninguém merece.",5,MLB19148337,02 out. 2023
Gostei muito da cafeteira. É linda e funciona perfeitamente!estão de parabéns!!!!.,5,MLB15055588,09 mai. 2024
"A cafeteira é elogiada por seu design moderno e elegante, além de ser prática e fácil de usar. Os usuários apreciam a capacidade de ajustar a concentração do café e a funcionalidade de programação que permite acordar com o aroma do café. A qualidade do produto e a satisfação geral com a compra são consistentemente destacadas.",5,MLB15055588,20 nov. 2025
"Maravilhosa, linda. Estou amando não ter que levantar mais cedo para preparar o cafe, acordo com o cheirinho do café exalando pela casa. Amei! super indico.",5,MLB15055588,22 dez. 2020
"A cafeteira é elogiada por seu design moderno, facilidade de uso e custobenefício, sendo considerada excelente por muitos. No entanto, há críticas significativas sobre a disponibilidade limitada de cápsulas, que só podem ser adquiridas online, e problemas de funcionamento em algumas unidades. A falta de variedade de sabores e a necessidade de usar cápsulas específicas da marca são pontos negativos destacados.",5,MLB18562911,20 nov. 2025
"A cafeteira é bonita e elegante! mas acabei comprando sem fazer uma devida pesquisa, a marca é portuguesa, então suas cápsulas são um pouco mais caras mas de muita qualidade, encontrei uma marca que vende as cápsulas intermediárias, mas ainda não encontrei nenhuma que seja de capuccino ou algo parecido, só de café mesmo.",5,MLB18562911,28 set. 2023
"A cafeteira é amplamente elogiada por sua praticidade, design atraente e capacidade de preparar bebidas quentes com leite bem espumado. Os usuários destacam a facilidade de uso e o excelente custobenefício, considerandoa um bom investimento. Além disso, a compatibilidade com cápsulas e a possibilidade de armazenar o recipiente de leite na geladeira são características apreciadas.",5,MLB37334772,20 nov. 2025
"Cara, por que não comprei antes essa maravilha? pensa numa cafeteira maravilhosa?!?!! prática, rápida, muito boa mesmo. Sinceridade abaixo:. Contras:. Se você vai fazer 2 ou 3 capuccinos ou lattes, aí precisa tirar o cachimbo, descartar o café usado, limpar, colocar novo e recolocar pra fazer o próximo. Leva um tempinho, mas nada demais. Ela solta um pouco de água por baixo (bem pouco) que sai numa coloração meio amarelada. Vi outros comentários dizerem isso sobre ela, mas nada que seja um problema. É só levantar e passar um paninho de vez em quando, nem precisa ser todo dia. Ela demora um pouquinho pra aquecer e ficar pronta, uns 2 minutos. Então eu ligo ela e vou fazer outras coisas, pra não ficar lá olhando pra carinha dela kkkk. Prós:. Café perfeito, mesmo que não seja um café super especial. Usei com 3 corações tradicional por exemplo e o café sai uma delícia. Leite espumado e bem quentinho, mesmo que você coloque direto da geladeira, sai super quente!. Rápida pra fazer os cafés e etc. Sem desperdícios, notei economia no po de café em casa com 2 semanas de uso. Só uso ela, é super prática, uma maravilha, todos os contra dela não chegam nem aos pés de não comprá-la. Se eu soubesse, teria comprado muito antes!.",5,MLB37334772,10 ago. 2024
"A cafeteira é elogiada por sua praticidade e facilidade de uso, com destaque para a função de programação que permite acordar com o café pronto. O design é considerado atraente e a qualidade do produto atende às expectativas dos usuários. Além disso, a eficiência do sistema cortapingo e o grande recipiente de água são características apreciadas.",5,MLB15158853,20 nov. 2025
"Cafeteira excepcional. Bem mais bonita pessoalmente. Possui um recipiente enorme para colocar a água, além de ser bem tecnológica. Aconselho assistir o vídeo no youtube que ensina a utilizar determinadas funcionalidades que a cafeteira possui.",5,MLB15158853,07 abr. 2025
"A cafeteira é elogiada por seu design atraente e excelente custobenefício, sendo considerada uma boa opção para quem busca praticidade.",5,MLB24580903,20 nov. 2025
"O produto e muito bom, só que quando comprei perguntou sobre a voltagem 110v ou 220v, sendo que não tem nada haver com energia.",4,MLB24580903,16 jan. 2025
"A cafeteira é amplamente elogiada pelo design atraente e acabamento impecável, além de ser eficiente e silenciosa. O produto atende bem às necessidades domésticas, com destaque para o café que sai super quente.",5,MLB15317108,20 nov. 2025
"Eu tô apaixonada por essa máquina! além de linda, é super prática de usar e limpar. Vale cada centavo.",5,MLB15317108,12 jun. 2024
Devolvi a cafeteira por motivos pessoais. Mas parece ser muito boa!.,5,MLB55981996,13 set. 2025
Excelente.,5,MLB55981996,06 nov. 2025
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB28501016,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB28501016,15 abr. 2020
Deu certo na cafeteira britania.,5,MLB24598446,27 out. 2025
,5,MLB24598446,02 nov. 2025
"Melhor coisa que eu fiz. Maravilhoso! já rachou 3 jarras de vidro e minha solução foi comprar essa cara,mas não vou ter problemas,se deus quiser!.",5,MLB24598446,03 nov. 2025
Prática.,5,MLB24598446,04 nov. 2025
Produto idêntico da foto é muito bom.,5,MLB24598446,21 nov. 2025
Produto igual o que vem com a cafeteira.,5,MLB24598446,23 nov. 2025
,5,MLB24598446,29 nov. 2025
Bom.,4,MLB24598446,22 ago. 2025
Resistente e prática.,5,MLB24598446,08 out. 2025
,5,MLB24598446,12 nov. 2025
"Funciona perfeitamente e é considerada um produto de boa relação custobenefício. Além disso, é destacada por atender bem às expectativas dos usuários.",5,MLB24598446,20 nov. 2025
É útil,5,MLB24598446,12 mai. 2025
"A cafeteira é elogiada por sua praticidade e eficiência, sendo considerada uma excelente compra em termos de custobenefício. Além disso, a durabilidade e a facilidade de uso são frequentemente destacadas, tornandoa uma escolha popular para presentes.",5,MLB8724143,20 nov. 2025
"Amei! vou comprar mais uma para presentear. Alguns falam da borra de café que fica na xícara. Se vcs respeitarem os cincos minutos após à cuada de café, a borra assenta no filtro. E não escorrega para xícara.",5,MLB8724143,09 jul. 2023
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB53661826,20 nov. 2025
"Vou relatar minha experiencia com a maquina. Tenho tambem em casa uma gaggia cardorna prestige que custa o dobro do valor da phillips ep1220. Porem a ep1220 supera pelo custo x beneficio, ela faz o que tem de fazer que é café, vc paga por isso. A gaggia eu tenho opção de 16 bebidas que nao uso nem 15 dessas opções. O sabor do café da phillips usando o mesmo café em graos da mesma marca fica identico as duas. Em resumo eu comprei a ep1220 para quando eu tiver que fazer manutenção em uma a outra fica no lugar pra suprir minha necessidade. A gaggia tem apenas 1 ano de garantia, a phillips tem 2. 5 anos. Então para você que quer apenas um café saboroso seja ele expresso ou café normal, sem duvidas a ep 1220 vale a pena, cumpre o que promete. To super satisfeito com a maquina.",5,MLB53661826,07 dez. 2023
"Simplesmente maravilhosa, linda e muito moderna amei minha compra.",5,MLB21819013,10 nov. 2025
,5,MLB21819013,12 nov. 2025
Espetacular! linda! perfeita!.,5,MLB21819013,13 nov. 2025
Linda a máquina! igual ao do anúncio 😃.,5,MLB21819013,30 nov. 2025
"Super recomdo a compra, pois as capulsas são fáceis de achar em qualquer lugar: carrefour, assai, bem barato, pão de açúcar, d'avo, atacadão, mini extra, oxxo e é claro aqui no mercado livre. Logo, como ficamos reféns das capulsas que preços oscila de 19 a 59 a caixa com 10 unidades, logo vai de r$1,90 a r$5,90 cada café, e tem de vários preços, aromas, sabores, fragrâncias, disponíveis facilmente em qualquer canto do brasil.",5,MLB21819013,02 out. 2025
Top.,5,MLB21819013,04 out. 2025
"A cafeteira é elogiada por sua utilidade e design moderno, sendo considerada um excelente produto. O café produzido é descrito como muito bom, e a disponibilidade de cápsulas em diversos locais é um ponto positivo. Além disso, é destacada como uma opção com ótimo custobenefício.",5,MLB21819013,20 nov. 2025
Ele vaza bastante num recipiente de coleta pequeno demais. Cada 6 cafés já tem que esgotar o coletor. Se não esgotar. Transborda e molha toda a mesa. Isso é bem ruim.,5,MLB21819013,19 out. 2024
"É elogiado por sua utilidade e qualidade de som, sendo discreto e fácil de integrar com outros dispositivos. A sensibilidade do microfone e a facilidade de instalação são destacadas, além de ser uma opção prática para automatizar a casa.",5,MLB15541145,20 nov. 2025
"Estou amando ela, uso principalmente para controlar a iluminação da casa. Achei o som muito bom, limpo e com um grave bem gostoso de ouvir, não comparado a uma jbl da vida, mas mesmo assim muito bom escutar música nela. Ela responde bem aos comandos, mas precisa que seja falado de maneira clara, eu que tenho mania de falar enrolado acabo confundindo ela um pouco, mas até inglês errado vai kkkk. Uma coisa que incomoda é que as respostas dela são gigantes, não basta falar um ok ou entendido, tem que falar logo uma frase mega estruturada o que irrita as vezes. No geral recomendo pra que está começando com a automatização da casa pelo preço.",5,MLB15541145,05 jan. 2022
"É elogiado por sua utilidade e qualidade de som, sendo discreto e fácil de integrar com outros dispositivos. A sensibilidade do microfone e a facilidade de instalação são destacadas, além de ser uma opção prática para automatizar a casa.",5,MLB15541144,20 nov. 2025
"Estou amando ela, uso principalmente para controlar a iluminação da casa. Achei o som muito bom, limpo e com um grave bem gostoso de ouvir, não comparado a uma jbl da vida, mas mesmo assim muito bom escutar música nela. Ela responde bem aos comandos, mas precisa que seja falado de maneira clara, eu que tenho mania de falar enrolado acabo confundindo ela um pouco, mas até inglês errado vai kkkk. Uma coisa que incomoda é que as respostas dela são gigantes, não basta falar um ok ou entendido, tem que falar logo uma frase mega estruturada o que irrita as vezes. No geral recomendo pra que está começando com a automatização da casa pelo preço.",5,MLB15541144,05 jan. 2022
"É elogiado por sua utilidade e qualidade de som, sendo discreto e fácil de integrar com outros dispositivos. A sensibilidade do microfone e a facilidade de instalação são destacadas, além de ser uma opção prática para automatizar a casa.",5,MLB15541142,20 nov. 2025
"Estou amando ela, uso principalmente para controlar a iluminação da casa. Achei o som muito bom, limpo e com um grave bem gostoso de ouvir, não comparado a uma jbl da vida, mas mesmo assim muito bom escutar música nela. Ela responde bem aos comandos, mas precisa que seja falado de maneira clara, eu que tenho mania de falar enrolado acabo confundindo ela um pouco, mas até inglês errado vai kkkk. Uma coisa que incomoda é que as respostas dela são gigantes, não basta falar um ok ou entendido, tem que falar logo uma frase mega estruturada o que irrita as vezes. No geral recomendo pra que está começando com a automatização da casa pelo preço.",5,MLB15541142,05 jan. 2022
"É elogiado por sua utilidade e qualidade de som, sendo discreto e fácil de integrar com outros dispositivos. A sensibilidade do microfone e a facilidade de instalação são destacadas, além de ser uma opção prática para automatizar a casa.",5,MLB15541143,20 nov. 2025
"Estou amando ela, uso principalmente para controlar a iluminação da casa. Achei o som muito bom, limpo e com um grave bem gostoso de ouvir, não comparado a uma jbl da vida, mas mesmo assim muito bom escutar música nela. Ela responde bem aos comandos, mas precisa que seja falado de maneira clara, eu que tenho mania de falar enrolado acabo confundindo ela um pouco, mas até inglês errado vai kkkk. Uma coisa que incomoda é que as respostas dela são gigantes, não basta falar um ok ou entendido, tem que falar logo uma frase mega estruturada o que irrita as vezes. No geral recomendo pra que está começando com a automatização da casa pelo preço.",5,MLB15541143,05 jan. 2022
"É elogiado pela qualidade de áudio, especialmente em ambientes internos, e pela facilidade de instalação e pareamento. Além disso, a integração com o ecossistema Google e a capacidade de tocar música em vários cômodos simultaneamente são características destacadas.",5,MLB16259426,20 nov. 2025
"É um ótimo custo benefício, a caixa de som é excelente, mas só aconselho caso você entenda todas as funcionalidades e como utilizar bem este produto. Caso esteja em dúvida, compre um nest audio mini, que o valor é bem mais em conta e possui as mesmas funcionalidades. É possível colocar o som da tv saindo por ele? não (se você tiver bluetooth na sua tv, sim). É possível tocar o som em conjunto com a tv? sim e não (música sim, vídeo não) - abro até mais informação em dizer que video sim, se você tiver um chromecast 4k e inicialmente começar o grupo com uma música, depois compartilhar o video neste grupo que você criou. Se não tiver um chromecast 4k, pode ficar bem travado. É possível escutar podcasts, pausar vídeos, continuar vídeos, pedir para o seu chromecast tocar vídeos, usar as smart things da sua casa, etc? sim.",5,MLB16259426,03 nov. 2021
